#;status_id;screen_name;created_at;text;location;lang;hashtag;servicio;FALLA
766;1,48E+18;RichoIntri;31/12/2021 18:54;Muchas cosas están conspirando para dañar mi día, o simplemente es el efecto fin de año con residuos de recuerdos malos y tristes..;Guayaquil-Ecuador;es;residuos;rec_bas;no
767;1,48E+18;ricsac;29/12/2021 16:56;@DaniMSantacruz @eltonyomalo otro correa que le ponga en el basurero que es donde pertenece, el y su engendro hijo;Guayaquil;es;basurero;rec_bas;si
768;1,48E+18;rikigquil;5/1/2022 20:59;@LassoGuillermo Perriodistas = basura;Guayaquil, Ecuador;es;basura;rec_bas;si
769;1,48E+18;Robespier0157;3/1/2022 1:47;@CynthiaViteri6 @urvaseo recolectores de basura pasan y no recolecta basura fuera de mi domicilio, fecha y hora en video, 31 de Diciembre de 2021 no recolectaron, por eso basura acumulada. https://t.co/bwNRyT4TAz;En Algún Lugar Del Planeta;es;urvaseo;rec_bas;si
770;1,48E+18;rominaprivv;31/12/2021 20:32;@19Caditos Te llevo fundas de basura y desinfectante;Guayaquil, Ecuador;es;fundas de basura;rec_bas;no
771;1,48E+18;rpalaciosdillon;4/1/2022 5:13;@robemuri En los locales del bypass de Progreso ni los baños están habilitados, encima los vi lanzar botellas de vidrio al monte en lugar de tener tachos de basura @TurismoEc pero están haciendo más peajes....;Guayaquil - Ecuador;es;basura;rec_bas;si
772;1,48E+18;rpalaciosdillon;4/1/2022 5:13;@robemuri En los locales del bypass de Progreso ni los baños están habilitados, encima los vi lanzar botellas de vidrio al monte en lugar de tener tachos de basura @TurismoEc pero están haciendo más peajes....;Guayaquil - Ecuador;es;tachos de basura;rec_bas;si
773;1,48E+18;Sauces7Gye;28/12/2021 15:57;Hola @urvaseo . Necesitamos que nos des una mano en #Sauces7, la loma frente a las canchas de indor. Malos vecinos(pocos) y de otras ciudadelas traen desechos y se ha formado un basurero publico. Te agradecemos mientras @alcaldiagye y @cscgye nos ayuda con cámaras. https://t.co/mXxmG4FPvW;Guayaquil, Ecuador;es;urvaseo;rec_bas;si
774;1,48E+18;Sauces7Gye;28/12/2021 15:57;Hola @urvaseo . Necesitamos que nos des una mano en #Sauces7, la loma frente a las canchas de indor. Malos vecinos(pocos) y de otras ciudadelas traen desechos y se ha formado un basurero publico. Te agradecemos mientras @alcaldiagye y @cscgye nos ayuda con cámaras. https://t.co/mXxmG4FPvW;Guayaquil, Ecuador;es;basurero;rec_bas;si
775;1,48E+18;SilabESPOL;3/1/2022 17:48;"#VT #Mineria #Relaves @ucatolica universidad aliada de @espol trabaja activamente en industria minera con proyecto T2CM, busca reducir el impacto medioambiental de los residuos de la actividad minera y contribuir al desarrollo sustentable 
Lee más MCh: https://t.co/qmiHvruUZf g https://t.co/9lldO2v4Xz";Guayaquil, Ecuador;es;residuos;rec_bas;no
776;1,48E+18;SmariuxiAF;30/12/2021 22:27;@emac_ep Cuenca, realizará la recolección de basura y  limpieza de la ciudad <U+0001F9F9>de forma normal durante el feriado de #findeaño2021<U+0001F447> https://t.co/XZVgPbOC2U;Cuenca, Ecuador;es;recoleccion de basura;rec_bas;si
777;1,48E+18;SofiaLattar;2/1/2022 17:07;Podes colocar la basura en tu conservadora, en una bolsa  o llevarla en tu mano y te lo llevas hasta que encuentres un basurero, es simple https://t.co/w1M6zfFqWc;Cuenca, Ecuador;es;basurero;rec_bas;si
778;1,48E+18;SRIVERAMEJIA;5/1/2022 13:14;"@pinllocoto Con diferencia en la gravedad de las consecuencias. 
Es como lo que pasa en Guayaquil, ""todos o casi todos"" botan basura en las calles , provocando se tapen los drenajes , viene el invierno, con ello las inundaciones, y echan la culpa al alcalde <U+0001F926>";guayaquil ecuador;es;basura;rec_bas;si
779;1,48E+18;stephiescorpio;4/1/2022 18:05;De verdad me perdono a mi misma por haber querido a hombres tan basura...;;es;basura;rec_bas;no
780;1,48E+18;Tatyalexa;5/1/2022 1:43;"Mala planificación de obras ( la calle B.Carrion la han roto 3 veces en 1 año), en Urdesa sí los tachos de basura pintados, los faros pintados y los murales; mientras es fácil encontrase con calles parchadas en medio de toda la urbe. (Cont)";Guayaquil - Ecuador;es;basura;rec_bas;si
781;1,48E+18;Tatyalexa;5/1/2022 1:57;Ahora entre pintar tachos de basuras , murales , poner jardineras gigantes porque no : esconder los cables de los postes de la ciudad o porque no organizar el sistema de recolección de basura . Las calles están llenas de basura por Dios . (Cont);Guayaquil - Ecuador;es;basura;rec_bas;si
782;1,48E+18;Tatyalexa;5/1/2022 1:43;"Mala planificación de obras ( la calle B.Carrion la han roto 3 veces en 1 año), en Urdesa sí los tachos de basura pintados, los faros pintados y los murales; mientras es fácil encontrase con calles parchadas en medio de toda la urbe. (Cont)";Guayaquil - Ecuador;es;tachos de basura;rec_bas;si
783;1,48E+18;Tatyalexa;5/1/2022 1:57;Ahora entre pintar tachos de basuras , murales , poner jardineras gigantes porque no : esconder los cables de los postes de la ciudad o porque no organizar el sistema de recolección de basura . Las calles están llenas de basura por Dios . (Cont);Guayaquil - Ecuador;es;recoleccion de basura;rec_bas;si
784;1,48E+18;testigomovil;30/12/2021 22:44;Así funcionará el servicio de recolección de basura en Quito en fin de año <U+25BA> https://t.co/8QM84VaA2V https://t.co/B1a5mIhF9z;Guayaquil, Ecuador;es;recoleccion de basura;rec_bas;no
785;1,48E+18;tomebamba;3/1/2022 21:49;La @emac_ep informa que entre hoy, lunes 3 y mañana 4 de enero de 2022, existirá posibles atrasos en el servicio de recolección de basura por una mayor cantidad de desechos tras el último feriado. La entidad anuncia que el servicio se normalizará desde el miércoles, 05 de enero. https://t.co/H1YS07k5cl;Cuenca, Ecuador;es;recoleccion de basura;rec_bas;no
786;1,48E+18;tribunadecuenca;4/1/2022 12:08;El Gobierno convoca ayudas de 10 millones de euros para la mejora de la gestión de residuos en mancomunidades, diputaciones, consorcios y municipios https://t.co/ihjhbu9bob;Cuenca;es;residuos;rec_bas;no
787;1,48E+18;Urb_MuchoLote2;5/1/2022 0:23;"@manuelvaca @alcaldiagye @urvaseo Restaurantes y vecinos que viven en interior de las Urbanizaciones, que están vencidos con las alícuotas y debido a eso dejan los desechos en cualquier lugar; el compromiso debe ser de todos.";Guayaquil, Ecuador;es;urvaseo;rec_bas;si
788;1,48E+18;Urb_MuchoLote2;2/1/2022 22:20;@ATM_Transito @ketpro @urvaseo @alcaldiagye @ATMGuayaquil Gracias por la pronta respuesta @ATM_Transito. Hay vecinos que confunden los términos 'área pública de parqueo' con 'garaje privado'.;Guayaquil, Ecuador;es;urvaseo;rec_bas;no
789;1,48E+18;Urb_MuchoLote2;2/1/2022 21:08;Reportan que el dueño de este bus q vive en la parte interna de la Urb. #VictoriadelRío  tumbó la palmera. Ante los reclamos, señalan que indicó molesto, que va a seguir parqueando ahí, y que le cancela $2 diarios al guardia del primer centro de acopio. Cc @urvaseo  @alcaldiagye https://t.co/qvhm9MPtni;Guayaquil, Ecuador;es;urvaseo;rec_bas;si
790;1,48E+18;Urb_ViaLaCosta;4/1/2022 20:46;@urvaseo trabajando en #Vialacosta #E40 https://t.co/BrKlbqt1Tl;Guayaquil, Ecuador;es;urvaseo;rec_bas;no
791;1,48E+18;urvaseo;5/1/2022 23:00;"¿Sabes por qué es tan importante cuidar los manglares?

Aquí te compartimos 5 razones.

#urvaseo #urvaseoGuayaquil #Guayaquil #haztuparte #Responsabilidad #ordenyaseo #GuayaquilCompromisodetodos #guayaquileñoresponsable https://t.co/nAVwom889B";Guayaquil;es;urvaseo;rec_bas;no
792;1,48E+18;urvaseo;4/1/2022 18:40;"Acudimos al llamado de los moradores de Flor de Bastión bloque 1 para limpiar este punto persistente de mala disposición. Se le recuerda a la ciudadanía que la recolección en el sector es: lunes, miércoles, viernes y domingo, horario diurno.

#HazTuParte #Urvaseo https://t.co/FUmygOdqbt";Guayaquil;es;urvaseo;rec_bas;si
793;1,48E+18;urvaseo;4/1/2022 16:41;"@manuelvaca @alcaldiagye Estimado Manuel, no hay duda de que es indispensable el compromiso de la ciudadanía respetando el horario/frecuencia de recolección. Notificaremos este punto de mala disposición de desechos al Municipio de Guayaquil. Un saludo cordial. 

#GuayaquilCompromisoDeTodos";Guayaquil;es;urvaseo;rec_bas;no
794;1,48E+18;urvaseo;4/1/2022 15:15;@amigo_del_barce @testigomovil @ayudamehenry @alcaldiagye Hola @amigo_del_barce, de inmediato notificaremos al operativa a fin de investigar lo ocurrido. Le mantendremos informado. Saludos.;Guayaquil;es;urvaseo;rec_bas;no
795;1,48E+18;urvaseo;5/1/2022 15:46;@victormarinv13 @Paisa_Hidalgo @Expresoec @alcaldiagye @interagua @ObrasPublicasEc @goberguayasec @CynthiaViteri6 @JosueSanchezEc @comunidadgye @cscgye Estimado Víctor, estamos interesados en investigar lo reportado, por favor, indíquenos alguna referencia exacta del punto. Un saludo cordial.;Guayaquil;es;urvaseo;rec_bas;no
796;1,48E+18;urvaseo;5/1/2022 14:41;"Tu compromiso con la limpieza y el orden de Guayaquil es importante. 
Conoce más acerca de horarios y frecuencias de recolección e importante información en nuestras plataformas digitales:
https://t.co/uoFZZ0wilj
#IG #FB #twitter urvaseo
#YouTube Urvaseo Guayaquil https://t.co/QbnO1rPysW";Guayaquil;es;urvaseo;rec_bas;no
797;1,48E+18;urvaseo;30/12/2021 18:39;"¡Te estamos buscando!

Interesados que cumplan con el perfil enviar su hoja de vida a: reclutamiento@urvaseo.com indicando en el asunto: ESPECIALISTA DE APLICACIONES WEB o ingresar a nuestra página https://t.co/uoFZZ0wilj

Aplica, refiere y comparte esta vacante.

#Urvaseo https://t.co/mhsgzMT52P";Guayaquil;es;urvaseo;rec_bas;si
798;1,48E+18;urvaseo;3/1/2022 17:35;@fdelgado__ @cscgye Estimado Fernando, es un gusto atenderle. Le informamos que para solicitar la instalación de cámaras de seguridad debe comunicarse con el Municipio de Guayaquil, 2594800. Un saludo cordial.;Guayaquil;es;urvaseo;rec_bas;no
799;1,48E+18;urvaseo;3/1/2022 17:29;@Urb_MuchoLote2 @alcaldiagye Estimado, estamos interesados en investigar lo ocurrido, dado que nuestro personal no debe pedir dinero a la comunidad, por lo cual, es importante para nosotros contar con la evidencia o el contacto que reportó esta situación. Un saludo cordial.;Guayaquil;es;urvaseo;rec_bas;no
800;1,48E+18;urvaseo;4/1/2022 22:01;@bona2tri @CynthiaViteri6 Estimada, realizamos seguimiento a lo reportado y nuestro GPS confirma que la unidad sí procedió con la recolección en el sector el 01/01/2022, sin embargo, observamos vías de difícil acceso que pueden impedir el ingreso de nuestra unidad. Un saludo cordial. https://t.co/yqN9FxthBe;Guayaquil;es;urvaseo;rec_bas;no
801;1,48E+18;urvaseo;4/1/2022 21:38;@Robespier0157 @CynthiaViteri6 Estimados, realizamos seguimiento a lo reportado y mediante el GPS en nuestra unidad, comprobamos que el 31/12/2021 sí nos dirigimos al sector, sin embargo tomamos medidas internas a fin de prevenir novedades como la del 02/01/2022. Gracias por contactarnos. Saludos.;Guayaquil;es;urvaseo;rec_bas;no
802;1,48E+18;urvaseo;3/1/2022 16:21;"¡Guayaco es el momento! Conviértete hoy en un ciudadano responsable por tu ciudad. El orden y aseo de Guayaquil dependen de ti. Haz tu parte por un Guayaquil más ordenado, más limpio.
#urvaseo #Guayaquil #haztuparte #ordenyaseo #GuayaquilCompromisodetodos #GuayaquileñoResponsable https://t.co/A2TV7bBZdp";Guayaquil;es;urvaseo;rec_bas;no
803;1,48E+18;urvaseo;4/1/2022 19:13;@fquebin Hemos solventado esta novedad, gracias por contactarnos.;Guayaquil;es;urvaseo;rec_bas;no
804;1,48E+18;urvaseo;4/1/2022 18:48;@fquebin Estimado Frank, estamos verificando lo reportado. Le mantendremos informado. Saludos.;Guayaquil;es;urvaseo;rec_bas;no
805;1,48E+18;urvaseo;2/1/2022 15:45;"¡Te estamos buscando!
Interesados que cumplan con el perfil enviar su hoja de vida a: reclutamiento@urvaseo.com indicando en el asunto: OPERADOR DE MAQUINARIA o ingresar a nuestra página https://t.co/uoFZZ0wilj
Aplica, refiere y comparte esta vacante.
#Urvaseo https://t.co/RJsmQXO0aJ";Guayaquil;es;urvaseo;rec_bas;no
806;1,48E+18;urvaseo;31/12/2021 21:30;"Empecemos el 2022 comprometidos con el orden y la limpieza de la Perla del Pacífico. 

¡Guayaquil, compromiso de todos!

#HazTuParte #Urvaseo https://t.co/7KcqMUknrZ";Guayaquil;es;urvaseo;rec_bas;no
807;1,48E+18;urvaseo;31/12/2021 14:30;Municipio de Guayaquil, Urvaseo y la comunidad, todos comprometidos para que la ciudad siga siendo la Perla del Pacífico. ¡Feliz 2022! https://t.co/cHdkcoPGFG;Guayaquil;es;urvaseo;rec_bas;no
808;1,48E+18;urvaseo;29/12/2021 20:05;@MAYIDHAMY @alcaldiagye @CynthiaViteri6 Mayra, su solicitud de incremento de días de recolección debe ser dirigida al Municipio de Guayaquil, al número 2594800. Gracias por contactarnos, un saludo cordial.;Guayaquil;es;urvaseo;rec_bas;no
809;1,48E+18;urvaseo;3/1/2022 17:44;@maisvict @alcaldiagye Sra. Patricia, nuestro personal atenderá su solicitud, dado que la frecuencia de barrido de cunetas en el sector es: lunes, miércoles y viernes. Un saludo cordial.;Guayaquil;es;urvaseo;rec_bas;no
810;1,48E+18;urvaseo;28/12/2021 16:33;@byron_andr3S En atención a su pedido, nos dirigimos al sitio y comprobamos que el servicio de recolección se realiza con normalidad. De todas maneras, hemos recordado a nuestro personal la importancia de los procedimientos operativos. Saludos. https://t.co/5RyGLIoepc;Guayaquil;es;urvaseo;rec_bas;no
811;1,48E+18;urvaseo;30/12/2021 17:36;@MariaEl94086518 María Elena, gracias por la imagen facilitada, procederemos con los desechos mal dispuestos conforme a la frecuencia de barrido asignada. Saludos.;Guayaquil;es;urvaseo;rec_bas;no
812;1,48E+18;urvaseo;30/12/2021 16:28;"Disfruta este feriado y cuida de tu familia. Cumple con las medidas de bioseguridad para evitar el aumento de contagios. ¡Protégete y protege a los tuyos!

#HazTuParte #Urvaseo https://t.co/cyh7V9uaRQ";Guayaquil;es;urvaseo;rec_bas;no
813;1,48E+18;urvaseo;30/12/2021 14:56;"@MAYIDHAMY @alcaldiagye @CynthiaViteri6 Mayra, comprendemos y valoramos su preocupación, por lo cual, le recordamos que su solicitud de aumento de días de recolección debe ser dirigida al Municipio de Guayaquil. Saludos. 

#Urvaseo #GuayaquilCompromisoDeTodos  #HazTuParte";Guayaquil;es;urvaseo;rec_bas;no
814;1,48E+18;urvaseo;3/1/2022 17:01;@bona2tri @CynthiaViteri6 @bona2tri, estamos interesados en investigar lo ocurrido y retirar los desechos. De inmediato notificaremos al área operativa. Saludos.;Guayaquil;es;urvaseo;rec_bas;no
815;1,48E+18;urvaseo;29/12/2021 23:09;@MariaEl94086518 Gracias por su sugerencia, estimada, en efecto, le informamos que contamos con supervisión de personal diaria que controla la labor operativa.;Guayaquil;es;urvaseo;rec_bas;no
816;1,48E+18;urvaseo;3/1/2022 14:20;@negrajlo @Robespier0157 @CynthiaViteri6 @negrajlo, estamos interesados en investigar lo ocurrido, requerimos que nos indique la dirección exacta con referencias del sitio. Un saludo cordial.;Guayaquil;es;urvaseo;rec_bas;no
817;1,48E+18;urvaseo;3/1/2022 14:18;@Robespier0157 @CynthiaViteri6 Estimado Walter, estamos interesados en investigar lo reportado y retirar los desechos, le agradeceremos que nos indique la dirección exacta con referencias del sitio. Un saludo cordial.;Guayaquil;es;urvaseo;rec_bas;no
818;1,48E+18;urvaseo;29/12/2021 23:02;@MariaEl94086518 1/2 María Elena, en atención a su requerimiento, nos dirigimos al sitio y comprobamos que el servicio de barrido se cumple con normalidad de lunes a domingo, en horario diurno. Así también, observamos vehículos estacionados que impiden el acceso a la cuneta..., https://t.co/pzDlmibKII;Guayaquil;es;urvaseo;rec_bas;no
819;1,48E+18;urvaseo;29/12/2021 23:00;"Te estamos buscando!

Interesados que cumplan con el perfil enviar su hoja de vida a: reclutamiento@urvaseo.com indicando en el asunto: JEFE DE SEGURIDAD o ingresar a nuestra página https://t.co/uoFZZ0eGWJ

Aplica, refiere y comparte esta vacante.

#Urvaseo https://t.co/1l2AXBtU9G";Guayaquil;es;urvaseo;rec_bas;no
820;1,48E+18;urvaseo;29/12/2021 21:48;"Gracias a la comunidad que envía estos videos que ponen en evidencia al ciudadano irresponsable.

#HazTuParte #Urvaseo https://t.co/QpOQZYsUju";Guayaquil;es;urvaseo;rec_bas;no
821;1,48E+18;urvaseo;29/12/2021 16:33;@maisvict Sra. Patricia, en atención a su pedido, nos dirigimos al sitio para realizar la limpieza del punto y también evidenciamos desechos en días que no se realiza la recolección. De todas maneras, hemos tomado medidas internas con el personal responsable. Un saludo cordial. https://t.co/UrBiDS61mz;Guayaquil;es;urvaseo;rec_bas;no
822;1,48E+18;urvaseo;30/12/2021 21:30;@FUTPRC @lizvalarezo @24HorasGYE Estimado, estamos interesados en investigar lo reportado, ya que nuestro personal no debe pedir dinero a la comunidad, por lo cual, realizamos un comunicado en relación a esta situación. Puede indicarnos la dirección, fecha y hora de lo ocurrido. Saludos. https://t.co/3dXCMi3VBe;Guayaquil;es;urvaseo;rec_bas;no
823;1,48E+18;urvaseo;29/12/2021 13:05;"Acudimos al llamado de los moradores de Los Vergeles, etapa 3 y con el equipo de Gestión Comunitaria, trabajamos en conjunto para eliminar un punto de mala disposición ubicado afuera de la Parroquia Anunciación del Señor.

#HazTuParte #Urvaseo https://t.co/rQzPmxyQJz";Guayaquil;es;urvaseo;rec_bas;si
824;1,48E+18;urvaseo;29/12/2021 17:12;"¡Te estamos buscando!
Interesados que cumplan con el perfil enviar su hoja de vida a: reclutamiento@urvaseo.com indicando en el asunto: COORDINADOR IT o ingresar a nuestra página https://t.co/uoFZZ0wilj
Aplica, refiere y comparte esta vacante.
#Urvaseo https://t.co/TxDqHFNTGq";Guayaquil;es;urvaseo;rec_bas;no
825;1,48E+18;urvaseo;29/12/2021 23:07;@MariaEl94086518 Gracias por la imagen, le comentamos que durante nuestra visita observamos vehículos que impiden la limpieza de la cuneta, por lo cual, es importante para nosotros contar con la cooperación de la comunidad. https://t.co/5Q8MLRLmYy;Guayaquil;es;urvaseo;rec_bas;no
826;1,48E+18;urvaseo;28/12/2021 14:59;@MariaEl94086518 Estimada @MariaEl94086518, realizamos seguimiento a su caso y comprobamos que en la dirección reportada la frecuencia de barrido se cumple de lunes a domingo. Un saludo cordial. https://t.co/4lCI24dgfl;Guayaquil;es;urvaseo;rec_bas;no
